age,education_level,gender,stem_interest_score,creativity_score,social_skills_score,analytical_skills_score,problem_solving_score,technical_aptitude_score,communication_score,leadership_potential_score,career_category,specific_career,annual_salary_expectation,work_environment_preference,job_growth_interest,work_life_balance_score,global_mobility_score
22,Master's,Male,54,69,50,100,17,71,47,65,Social Sciences,Political Scientist,91870,Remote,33,69,35
41,Master's,Female,56,63,71,57,53,32,36,74,Engineering,Mechanical Engineer,86380,Hybrid,52,89,45
47,Professional Degree,Female,63,89,32,42,55,63,46,33,Engineering,Civil Engineer,57512,Hybrid,97,78,64
47,High School,Female,53,52,61,33,51,7,68,19,Healthcare,Veterinarian,78650,Remote,57,90,43
32,Master's,Female,78,0,76,57,26,28,84,31,Culinary and Hospitality,Sommelier,95157,On-site,51,37,73
37,Bachelor's,Female,29,72,71,61,57,85,50,26,Social Sciences,Anthropologist,54557,Remote,63,69,92
39,Master's,Female,49,30,72,96,54,32,19,55,Engineering,Civil Engineer,84928,Remote,58,82,60
24,High School,Male,67,68,19,82,61,78,23,23,Business,Financial Analyst,161391,Flexible,84,57,60
33,Master's,Prefer Not to Say,29,75,31,83,44,82,64,47,Technology,Data Scientist,160350,Hybrid,72,50,43
29,Master's,Female,47,52,7,59,30,27,16,14,Healthcare,Physical Therapist,143598,Remote,59,33,36
37,Professional Degree,Non-Binary,58,53,48,26,79,86,16,30,Arts and Performance,Arts Administrator,100179,Hybrid,55,54,31
50,Master's,Female,74,54,71,72,39,34,52,67,Engineering,Environmental Engineer,60915,Hybrid,69,63,18
34,Bachelor's,Female,89,22,60,80,95,42,60,61,Media and Communication,Media Strategist,98079,Travel-based,19,64,48
42,Bachelor's,Female,53,46,91,37,42,90,33,39,Creative,Animator,91234,Remote,44,57,67
30,Master's,Male,38,48,59,58,14,71,55,78,Business,Digital Marketer,98996,Hybrid,97,69,72
40,Bachelor's,Male,48,95,68,61,24,24,56,53,Social Sciences,Sociologist,132659,Hybrid,84,48,53
24,High School,Male,48,34,42,42,40,25,47,39,Education,Online Learning Specialist,117663,Hybrid,62,1,91
35,Associate Degree,Female,27,84,88,53,70,54,23,42,Culinary and Hospitality,Hospitality Manager,78440,Hybrid,68,63,41
34,Associate Degree,Female,51,29,36,24,70,8,73,78,Finance and Economics,Fundraising Manager,74161,On-site,69,54,0
25,Master's,Female,40,81,63,32,18,43,46,60,Business,Management Consultant,143055,Flexible,86,49,60
35,Bachelor's,Female,46,43,74,37,51,51,40,23,Education,Educational Consultant,100007,Remote,59,66,49
47,Bachelor's,Female,32,84,15,59,60,34,58,76,Media and Communication,Technical Writer,10202,Remote,51,16,60
50,Associate Degree,Prefer Not to Say,38,27,46,91,13,29,80,87,Business,Digital Marketer,147875,Flexible,100,58,25
42,Bachelor's,Male,34,49,47,57,79,68,28,78,Social Sciences,Community Development Manager,128996,Remote,48,66,64
35,Bachelor's,Female,39,19,57,100,13,49,63,52,Engineering,Software Engineering Manager,91984,Flexible,55,58,24
20,Master's,Male,74,69,51,55,71,54,68,44,Education,Online Learning Specialist,90822,Hybrid,45,86,56
38,Master's,Prefer Not to Say,33,37,34,29,92,77,88,26,Finance and Economics,Corporate Treasurer,64129,Hybrid,52,61,24
47,Associate Degree,Male,42,71,62,96,20,75,73,31,Business,Business Intelligence Analyst,78176,On-site,54,80,57
28,Associate Degree,Male,91,50,66,34,34,72,23,42,Arts and Performance,Stage Designer,79627,On-site,78,61,52
42,Associate Degree,Female,65,30,44,74,68,23,57,10,Business,Management Consultant,56563,Flexible,53,61,88
43,PhD,Female,19,37,62,37,45,65,58,55,Media and Communication,Broadcast Journalist,81288,Flexible,79,53,57
30,Professional Degree,Female,46,30,49,34,28,55,54,66,Social Sciences,Human Rights Advocate,101524,Flexible,79,51,58
27,Bachelor's,Male,53,57,50,8,53,94,43,35,Healthcare,Pharmacist,120782,Remote,45,67,56
42,High School,Male,62,47,57,71,67,27,66,49,Social Sciences,Policy Analyst,80493,On-site,94,61,51
34,Master's,Non-Binary,28,42,54,75,62,33,100,55,Healthcare,Doctor/Physician,281001,Hybrid,87,86,47
47,Bachelor's,Female,71,67,44,39,57,69,46,71,Business,Financial Analyst,82392,Hybrid,67,89,32
38,Bachelor's,Female,40,77,58,51,21,24,56,7,Social Sciences,Sociologist,182293,Remote,100,80,47
33,Bachelor's,Female,48,70,84,17,14,38,62,60,Business,Financial Analyst,38016,Hybrid,87,81,26
27,Master's,Female,10,53,66,48,41,47,43,23,Education,Curriculum Developer,94650,On-site,73,46,60
25,PhD,Male,46,6,54,79,21,38,57,75,Culinary and Hospitality,Catering Manager,25932,On-site,72,51,36
50,Bachelor's,Female,56,50,56,50,34,66,55,50,Business,Investment Banker,104941,Remote,59,40,76
45,Bachelor's,Female,40,34,35,15,59,13,25,8,Education,Teacher,57699,On-site,49,58,47
23,Associate Degree,Prefer Not to Say,59,39,56,32,54,76,62,42,Technology,Blockchain Developer,85236,On-site,63,65,45
33,Master's,Male,54,30,30,22,18,26,53,32,Culinary and Hospitality,Pastry Chef,25945,Flexible,83,70,51
43,Master's,Male,30,58,33,52,25,14,42,48,Education,Teacher,55503,Hybrid,75,52,26
35,Bachelor's,Female,54,37,73,26,60,74,60,46,Creative,Writer/Author,42311,Hybrid,51,49,71
31,Master's,Male,75,58,31,44,38,36,70,23,Science,Marine Biologist,117726,Flexible,61,92,67
34,Professional Degree,Female,21,40,60,76,28,43,47,22,Education,Educational Consultant,79138,Remote,61,72,36
27,Bachelor's,Female,50,46,43,35,56,83,53,70,Technology,DevOps Engineer,52079,Hybrid,40,32,53
28,High School,Female,74,69,55,19,46,56,54,13,Finance and Economics,Securities Trader,101089,Remote,26,42,49
33,Bachelor's,Male,53,67,64,62,34,12,42,70,Arts and Performance,Choreographer,97880,Hybrid,78,88,64
29,Master's,Female,47,83,31,82,44,77,22,62,Science,Zoologist,91556,Hybrid,90,45,22
27,Master's,Female,20,48,48,61,69,49,87,54,Education,School Administrator,77120,On-site,63,53,18
45,Associate Degree,Female,59,26,53,63,81,68,65,51,Arts and Performance,Sound Engineer,45017,Remote,63,68,75
27,Bachelor's,Female,58,75,38,2,42,68,61,59,Engineering,Structural Engineer,100459,Remote,53,54,24
50,Master's,Male,61,38,38,48,45,72,54,35,Technology,Blockchain Developer,108065,On-site,58,98,51
39,Bachelor's,Female,56,12,90,76,42,28,57,52,Finance and Economics,Cryptocurrency Analyst,100187,On-site,99,67,54
41,Professional Degree,Male,29,77,83,100,28,55,8,61,Engineering,Aerospace Engineer,61762,On-site,36,49,88
30,PhD,Male,10,65,9,51,8,44,83,57,Media and Communication,Social Media Manager,85541,Hybrid,79,43,49
21,Bachelor's,Male,62,0,37,40,63,50,22,30,Technology,Data Scientist,130126,On-site,60,64,48
42,Bachelor's,Male,40,48,93,22,13,66,36,44,Social Sciences,Urban Planner,132956,Remote,86,44,45
44,Professional Degree,Female,22,27,0,34,69,60,46,50,Engineering,Electrical Engineer,107976,Hybrid,38,46,54
38,Master's,Male,69,42,64,100,48,58,35,54,Finance and Economics,Credit Analyst,54409,Remote,74,69,54
50,Master's,Male,59,69,45,65,56,31,56,30,Arts and Performance,Choreographer,93917,Remote,46,47,54
46,High School,Female,61,36,19,47,41,52,43,10,Creative,Multimedia Artist,104010,Hybrid,56,52,44
50,Bachelor's,Female,12,76,46,67,52,73,42,28,Technology,Cybersecurity Analyst,91647,Remote,95,88,48
25,Bachelor's,Male,62,38,47,51,20,34,77,68,Business,Investment Banker,76173,On-site,97,59,55
33,Master's,Female,55,73,34,81,19,83,43,45,Technology,Software Engineer,98806,Remote,58,22,41
34,Master's,Female,69,54,56,28,32,86,35,83,Finance and Economics,Cryptocurrency Analyst,117111,Travel-based,95,55,50
34,Bachelor's,Male,42,49,57,68,50,62,83,58,Technology,Network Security Specialist,6078,Flexible,78,66,20
34,Associate Degree,Prefer Not to Say,40,55,49,73,52,35,70,46,Technology,Blockchain Developer,65505,Hybrid,72,71,40
35,PhD,Female,60,45,13,41,66,44,45,70,Science,Astronomer,80181,Hybrid,60,46,19
25,Master's,Female,46,60,50,56,86,43,56,40,Business,Management Consultant,70637,Flexible,77,43,38
50,Associate Degree,Female,36,42,49,58,55,76,1,2,Creative,Fashion Designer,38031,On-site,10,50,72
41,Bachelor's,Female,55,28,30,31,52,37,60,0,Business,Human Resources Manager,77310,Hybrid,59,43,27
43,Associate Degree,Female,13,51,61,87,40,56,14,2,Finance and Economics,Risk Manager,120355,Remote,43,77,50
40,High School,Male,87,58,56,50,19,77,38,60,Arts and Performance,Opera Singer,128053,Hybrid,63,29,26
50,Bachelor's,Female,48,13,68,38,64,51,19,53,Education,Special Education Specialist,83274,Remote,92,100,60
37,Bachelor's,Female,54,28,55,71,33,78,48,32,Healthcare,Doctor/Physician,287785,Remote,64,80,44
34,Bachelor's,Female,60,56,10,28,69,47,40,23,Business,Supply Chain Manager,81962,Remote,58,38,10
25,Bachelor's,Male,49,57,92,20,73,69,34,54,Media and Communication,Communications Consultant,130274,Travel-based,82,51,54
40,Bachelor's,Female,41,20,46,74,19,29,53,30,Science,Physicist,44031,Remote,51,44,42
42,Master's,Male,24,18,37,65,46,41,51,15,Business,Digital Marketer,72721,On-site,90,70,58
24,Bachelor's,Male,73,53,43,50,48,74,28,35,Business,Entrepreneur,302016,On-site,100,81,38
31,Master's,Male,64,27,65,54,59,37,17,60,Creative,Video Game Designer,113235,On-site,74,19,44
50,Bachelor's,Female,71,37,51,49,18,31,39,9,Science,Chemical Engineer,34813,On-site,78,61,45
42,Bachelor's,Female,55,44,62,64,56,34,56,74,Healthcare,Psychiatrist,69231,Hybrid,71,48,92
28,Master's,Male,54,15,39,28,53,70,63,3,Arts and Performance,Sound Engineer,61705,Flexible,73,100,56
37,Bachelor's,Female,37,54,38,42,36,21,53,62,Education,Teacher,77230,Remote,59,70,66
43,High School,Female,23,32,31,72,69,60,71,32,Social Sciences,Cultural Researcher,110406,Travel-based,68,67,47
31,Master's,Male,61,68,37,49,29,0,54,62,Business,Product Manager,74475,On-site,26,65,11
49,Bachelor's,Male,28,75,69,32,27,57,33,52,Healthcare,Nutritionist,18086,Remote,75,50,14
29,Bachelor's,Male,39,64,73,45,43,60,23,54,Education,Educational Psychologist,26897,Remote,55,71,64
26,Bachelor's,Female,52,60,80,40,40,73,56,75,Science,Physicist,45006,Remote,39,66,27
42,Associate Degree,Prefer Not to Say,74,87,67,73,38,27,67,58,Technology,DevOps Engineer,94696,Hybrid,96,62,58
48,Bachelor's,Female,61,67,60,41,65,22,71,26,Finance and Economics,Economist,101602,On-site,69,66,33
20,Bachelor's,Male,58,38,68,50,58,31,38,41,Culinary and Hospitality,Sommelier,60845,Flexible,92,77,84
20,Professional Degree,Male,26,31,23,18,58,46,58,64,Engineering,Software Engineering Manager,82914,On-site,46,65,63
46,Bachelor's,Female,38,31,46,32,42,57,57,32,Social Sciences,Policy Analyst,99892,Hybrid,100,50,71
47,Bachelor's,Male,73,22,65,49,39,53,69,60,Healthcare,Dentist,65872,On-site,74,42,65
32,Bachelor's,Female,46,65,29,89,14,38,57,62,Technology,Data Scientist,159817,On-site,65,58,49
49,Bachelor's,Male,67,67,31,48,44,30,57,39,Culinary and Hospitality,Pastry Chef,136571,Flexible,52,73,29
37,Bachelor's,Female,66,39,67,25,79,50,38,44,Creative,Multimedia Artist,62519,Remote,66,76,38
23,Bachelor's,Female,86,39,67,54,30,50,66,46,Culinary and Hospitality,Nutritional Consultant,112567,On-site,61,84,70
24,PhD,Non-Binary,38,54,61,7,50,53,44,76,Media and Communication,Media Strategist,78521,Remote,89,68,76
50,PhD,Female,76,28,45,43,60,64,33,51,Science,Forensic Scientist,69629,On-site,71,20,79
32,Professional Degree,Female,73,0,50,48,41,85,32,65,Finance and Economics,Cryptocurrency Analyst,64984,Remote,55,67,75
46,Bachelor's,Male,59,19,39,58,67,36,0,60,Science,Biologist,12530,On-site,86,36,10
36,Master's,Male,45,78,63,82,22,49,18,45,Arts and Performance,Opera Singer,86367,Remote,82,55,63
42,Bachelor's,Female,93,44,31,55,34,80,44,39,Creative,Film Director,80268,Hybrid,57,51,64
50,High School,Female,33,51,63,17,60,29,66,31,Education,Educational Consultant,110843,Remote,75,74,72
33,Master's,Female,38,79,36,29,63,34,31,21,Arts and Performance,Dancer,92293,Remote,89,50,48
40,Bachelor's,Female,46,46,60,75,53,41,30,21,Culinary and Hospitality,Restaurant Manager,102321,Remote,67,73,62
49,Bachelor's,Male,40,69,49,38,62,58,57,52,Science,Geneticist,120528,Remote,84,59,98
36,PhD,Male,70,60,51,44,48,0,54,40,Business,Investment Banker,49331,On-site,69,92,50
25,Bachelor's,Female,59,56,69,34,51,23,64,60,Arts and Performance,Sound Engineer,97443,Hybrid,100,70,50
32,Bachelor's,Female,53,28,33,52,72,45,45,42,Finance and Economics,Securities Trader,40082,Remote,96,49,56
28,Bachelor's,Female,64,25,63,63,58,30,55,26,Social Sciences,Human Rights Advocate,108901,On-site,70,55,71
25,High School,Male,63,50,4,66,50,74,28,0,Creative,Interior Designer,34280,Hybrid,50,66,56
50,Bachelor's,Prefer Not to Say,44,65,37,8,47,45,42,48,Business,Human Resources Manager,47080,Hybrid,80,65,47
20,High School,Female,9,65,60,49,22,36,45,18,Creative,Music Producer,127819,On-site,62,45,63
43,High School,Female,12,63,34,56,45,76,33,63,Media and Communication,Media Strategist,79484,Travel-based,53,54,47
35,Bachelor's,Female,49,55,52,66,68,29,67,26,Technology,Software Engineer,72660,Hybrid,72,72,62
30,High School,Female,35,77,37,34,52,64,47,73,Finance and Economics,Real Estate Appraiser,69116,Hybrid,59,71,6
40,Bachelor's,Female,0,100,61,53,74,97,67,69,Education,Teacher,53226,Travel-based,53,63,47
28,PhD,Male,23,48,16,54,49,53,40,100,Media and Communication,Copywriter,91986,Remote,58,87,25
25,Bachelor's,Female,23,59,36,69,70,77,33,60,Technology,User Experience Designer,61847,Remote,100,73,41
37,Bachelor's,Female,63,34,26,39,48,29,50,16,Technology,Software Engineer,148114,Hybrid,62,38,63
25,Bachelor's,Female,29,43,63,69,40,27,55,34,Business,Supply Chain Manager,109813,Hybrid,73,50,77
22,Master's,Male,54,71,42,77,76,83,56,62,Arts and Performance,Sound Engineer,69963,Remote,61,88,59
37,Bachelor's,Male,24,47,72,6,81,72,41,61,Technology,Software Engineer,159480,On-site,42,60,75
41,Professional Degree,Male,46,52,35,85,71,35,23,42,Media and Communication,Technical Writer,122594,Hybrid,86,69,55
45,Bachelor's,Female,57,22,46,71,49,60,44,29,Social Sciences,Political Scientist,65329,Flexible,65,58,56
26,Master's,Female,72,44,79,81,48,30,8,21,Business,Management Consultant,88475,Travel-based,78,33,78
20,Bachelor's,Male,26,68,56,47,61,83,46,51,Business,Management Consultant,22019,On-site,84,64,98
34,Master's,Female,61,37,49,64,100,66,33,42,Technology,DevOps Engineer,75097,Remote,85,51,14
22,Bachelor's,Male,71,60,35,47,82,65,50,45,Business,Human Resources Manager,21858,Remote,100,62,40
37,Bachelor's,Male,58,49,35,46,18,96,25,29,Technology,Machine Learning Engineer,85435,Remote,45,51,76
48,Bachelor's,Male,65,61,64,98,94,36,82,58,Media and Communication,Journalist,74888,On-site,54,70,16
43,Master's,Male,71,9,50,72,46,65,57,57,Science,Biologist,63854,Hybrid,84,55,26
35,Professional Degree,Female,47,42,44,71,43,23,65,46,Business,Management Consultant,84383,Hybrid,76,61,82
23,Bachelor's,Female,46,62,19,54,52,51,71,57,Technology,Software Engineer,134078,Hybrid,72,90,30
24,Bachelor's,Female,69,96,50,60,52,36,14,36,Business,Financial Analyst,104047,Remote,63,32,84
44,PhD,Male,28,35,51,71,60,55,52,58,Technology,Machine Learning Engineer,86382,On-site,49,64,29
36,Bachelor's,Female,40,100,49,22,47,60,83,38,Finance and Economics,Securities Trader,43582,On-site,61,28,66
32,Master's,Male,49,64,36,45,50,53,52,59,Science,Environmental Scientist,98608,Remote,38,77,58
36,Associate Degree,Female,60,65,36,37,39,61,71,42,Healthcare,Psychiatrist,81271,Remote,66,78,52
42,Bachelor's,Prefer Not to Say,57,96,33,60,39,33,50,53,Science,Astronomer,51095,On-site,75,100,46
20,Bachelor's,Male,48,50,66,69,40,47,35,27,Technology,Cybersecurity Analyst,72561,Remote,50,66,25
40,Master's,Male,86,24,13,48,50,54,41,46,Engineering,Aerospace Engineer,26349,Travel-based,63,67,71
37,Bachelor's,Female,32,85,37,49,61,38,13,41,Engineering,Automotive Engineer,59607,Hybrid,89,81,43
32,Bachelor's,Female,40,53,65,98,67,73,40,29,Business,Human Resources Manager,52645,Remote,66,61,52
39,PhD,Male,57,60,56,40,40,26,86,50,Finance and Economics,Actuary,173070,Hybrid,49,56,31
31,Master's,Female,58,62,69,86,60,29,45,56,Science,Geneticist,121077,Remote,74,100,22
43,Bachelor's,Prefer Not to Say,48,33,65,63,69,50,38,19,Arts and Performance,Opera Singer,56027,Remote,59,76,58
30,Master's,Male,20,34,27,42,35,17,90,75,Culinary and Hospitality,Event Planner,97524,Flexible,94,44,55
27,High School,Female,72,39,23,64,76,100,26,64,Science,Physicist,40885,Hybrid,45,52,66
27,Bachelor's,Female,52,37,63,71,62,82,58,26,Education,Corporate Trainer,112313,Remote,100,87,38
40,Professional Degree,Male,20,32,76,47,52,65,64,56,Business,Financial Analyst,133237,Remote,81,56,44
32,High School,Female,72,47,33,35,30,45,75,34,Science,Geologist,77191,Remote,40,64,37
33,Bachelor's,Male,46,61,54,26,72,54,54,50,Engineering,Environmental Engineer,99268,Flexible,35,50,54
30,Bachelor's,Male,45,55,74,35,40,40,34,43,Education,Online Learning Specialist,97834,Remote,36,75,29
29,Master's,Female,43,83,45,6,10,51,62,58,Education,Educational Psychologist,68812,Hybrid,88,63,73
20,Bachelor's,Female,32,14,45,49,52,51,31,46,Arts and Performance,Arts Administrator,75891,On-site,60,30,77
50,Bachelor's,Male,25,27,28,49,59,65,100,5,Social Sciences,International Relations Specialist,67408,Travel-based,58,72,39
26,Professional Degree,Female,84,67,50,77,20,23,6,36,Creative,Art Director,89480,Remote,42,63,52
43,Associate Degree,Male,55,65,12,56,26,42,61,52,Science,Chemical Engineer,39054,Remote,93,43,50
33,Associate Degree,Female,72,39,40,35,68,36,63,42,Engineering,Mechanical Engineer,49627,Flexible,71,20,39
23,Associate Degree,Male,69,48,46,63,69,50,35,15,Engineering,Software Engineering Manager,88212,On-site,63,46,38
42,PhD,Female,38,49,74,57,49,38,37,33,Technology,Data Scientist,140843,On-site,43,49,65
50,Professional Degree,Male,56,22,41,52,84,28,70,78,Media and Communication,Journalist,48911,Remote,66,47,44
35,Bachelor's,Male,63,72,35,11,50,56,55,43,Technology,User Experience Designer,96452,On-site,63,62,80
30,Associate Degree,Male,47,83,46,50,40,72,89,59,Healthcare,Psychologist,13471,Hybrid,85,62,51
36,Bachelor's,Male,59,36,42,42,70,42,92,59,Media and Communication,Communications Consultant,65450,Hybrid,26,34,47
50,Bachelor's,Male,64,61,53,22,40,67,29,0,Business,Human Resources Manager,89067,On-site,85,55,47
41,Master's,Male,55,74,20,60,63,25,20,35,Technology,Machine Learning Engineer,66564,Remote,53,47,65
29,Master's,Male,72,50,46,48,76,35,76,54,Arts and Performance,Sound Engineer,53331,Hybrid,63,57,100
23,PhD,Female,69,84,83,74,46,43,17,91,Healthcare,Medical Researcher,124842,Travel-based,51,69,40
39,Master's,Male,47,63,49,21,52,71,49,66,Creative,Video Game Designer,66265,Remote,85,39,49
35,High School,Male,64,72,64,55,30,50,39,43,Culinary and Hospitality,Nutritional Consultant,26280,On-site,57,53,30
37,High School,Prefer Not to Say,23,50,88,70,83,58,73,36,Science,Biologist,133084,Flexible,100,47,0
29,High School,Female,45,35,58,72,15,58,44,52,Business,Business Intelligence Analyst,81892,Flexible,66,69,46
45,Bachelor's,Male,58,54,25,42,68,51,63,85,Business,Entrepreneur,259670,Hybrid,19,81,52
33,PhD,Female,43,58,47,44,14,31,60,84,Finance and Economics,Securities Trader,113574,Hybrid,54,58,57
39,Bachelor's,Prefer Not to Say,35,67,53,56,34,64,92,30,Finance and Economics,Securities Trader,108592,Remote,59,53,55
20,Master's,Female,77,65,15,38,81,79,69,46,Science,Biologist,131347,On-site,52,62,47
27,Associate Degree,Female,70,49,78,37,49,32,50,20,Healthcare,Nutritionist,105818,On-site,84,50,21
20,Master's,Male,77,100,51,37,100,24,50,54,Engineering,Robotics Engineer,70041,Hybrid,51,87,57
32,Master's,Male,30,51,39,20,75,40,25,47,Business,Investment Banker,94949,Remote,49,61,15
50,High School,Male,60,42,35,48,62,49,46,51,Technology,Software Engineer,67426,Hybrid,89,48,43
38,Master's,Prefer Not to Say,35,88,52,29,67,58,58,41,Arts and Performance,Composer,101678,Remote,32,69,45
31,Bachelor's,Female,84,35,38,41,26,6,45,53,Healthcare,Psychiatrist,86291,Hybrid,90,59,47
